식품명,식품대분류명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
맘모스 오리지널,,100g,373.0,7.14,14.75,52.53,17.97,,200.0,18.43,6.91,0.14
맘모스_보틀케이크,,100g,183.0,1.15,4.5,34.5,24.0,,44.0,31.0,2.8,0.0
맘모스빵,,100g,335.24,6.84,10.42,53.61,20.36,,201.76,22.58,4.9,0.05
맘모스스콘,과자류·빵류 또는 떡류,100g,349.0,5.71,15.0,47.86,14.29,,299.0,34.29,7.86,0.5
맘모스케이크2,,100g,180.0,6.0,6.0,20.0,12.0,,100.0,30.0,3.0,0.0
맘모스쿠키,,100g,460.0,7.0,18.0,68.0,30.0,,190.0,16.0,9.0,0.0
맘모스햄,,100g,190.0,10.0,12.0,10.0,1.0,,620.0,60.0,3.7,0.0
맘스 고추장,,100g,215.0,4.12,2.22,44.67,22.19,,2503.0,0.0,0.26,0.01
맘스 고추장잼,,100g,212.0,1.99,0.83,49.23,30.37,,1596.0,0.0,0.17,0.0
맘스 만능간장,,100g,140.0,8.31,0.0,26.64,5.0,,536.0,0.0,0.0,0.0
맘스 만능고추장,,100g,227.0,4.86,2.37,46.55,22.07,,2363.0,0.0,0.41,0.0
맘스 만능핫고추장,,100g,227.0,4.86,2.37,46.55,22.07,,2363.0,0.0,0.41,0.0
맘스 만능허니고추장,,100g,227.0,4.86,2.37,46.55,22.07,,2363.0,0.0,0.41,0.0
맘스 알로에 석류향,,100g,21.0,0.0,0.0,5.0,5.0,,5.0,0.0,0.0,0.0
맘스 양념감자,,100g,175.0,2.0,8.0,24.0,1.0,,410.0,0.0,1.1,0.0
맘스 오트밀누룽지,,100g,375.0,11.0,4.0,75.0,1.0,,11.0,0.0,1.0,0.0
맘스 우리밀 바나나빵 딸기와 바나나,,100g,507.0,3.33,30.0,56.67,36.67,,167.0,60.0,16.33,0.0
맘스 우리밀 바나나빵 오리지널 바나나,,100g,487.0,6.67,26.67,53.33,26.67,,193.0,66.67,13.33,0.0
맘스 우리밀 바나나빵 초코와 바나나,,100g,500.0,3.33,30.0,53.33,26.67,,257.0,76.67,13.33,0.0
맘스 우리밀도넛,,100g,225.0,3.0,13.0,23.0,12.0,,92.0,28.0,6.0,0.0
맘스 우리밀도넛 카카오,,100g,411.0,8.89,17.78,55.56,24.44,,387.0,62.22,13.11,0.0
맘스 현미누룽지,,100g,388.0,7.63,1.5,86.05,0.2,,22.0,0.0,0.0,0.36
맘스굿단호박죽,,100g,95.0,1.33,3.33,15.0,6.67,,157.0,0.0,0.67,0.0
맘스굿삼계죽,,100g,83.0,2.33,4.33,9.0,0.23,,193.0,3.33,0.67,0.0
맘스굿소고기야채죽,,100g,70.0,2.0,3.0,8.33,0.23,,180.0,1.67,0.6,0.0
맘스맘 갈릭디핑소스,,100g,288.0,0.15,28.28,8.18,3.16,,778.0,15.08,5.0,0.19
맘스맘 로제토마토스파게티소스,,100g,112.0,1.19,4.01,17.81,9.72,,457.0,1.85,2.09,0.02
맘스맘 블루베리 드레싱,,100g,230.0,0.3,13.8,25.8,21.7,,269.0,6.0,1.9,0.0
맘스맘 유자 드레싱,,100g,143.0,0.2,0.1,35.2,31.4,,862.0,0.0,0.1,0.0
맘스맘 저칼로리 패션후르츠 드레싱,,100g,24.0,0.29,0.25,20.24,3.05,,440.0,0.0,0.14,0.0
맘스맘 저칼로리꽃드레싱 히비스커스,,100g,34.0,0.09,0.2,24.61,6.61,,575.0,0.0,0.19,0.0
맘스맘 키위 드레싱,,100g,256.0,0.2,22.2,13.8,13.4,,341.0,8.1,3.1,0.0
맘스맘 토마토스파게티소스,,100g,61.0,1.26,0.79,12.31,9.42,,925.0,0.0,0.22,0.01
맘스맘 프리미엄 딸기드레싱,,100g,225.0,0.3,14.5,23.3,16.3,,521.0,5.55,2.87,0.1
맘스모아노메시스,,100g,400.0,0.0,0.0,100.0,80.0,,0.0,0.0,0.0,0.0
맘스모크햄,,100g,201.0,12.0,13.0,9.0,2.0,,760.0,40.0,4.0,0.0
맘스밀크쉐이크파우더,,100g,396.0,6.66,2.94,85.7,64.33,,315.0,6.3,2.86,0.0
맘스바삭순살강정,,100g,176.0,13.0,8.0,13.0,0.5,,415.0,50.0,1.2,0.0
맘스베이스밥,,100g,168.0,5.05,1.15,34.0,0.0,,10.0,0.0,0.15,0.0
맘스비프패티,,100g,415.0,12.0,39.0,5.0,0.0,,55.0,65.0,14.0,0.0
맘스비프패티_알파,,100g,395.0,12.0,37.0,4.0,0.0,,55.0,70.0,13.0,0.0
맘스순살강정,,100g,175.0,14.0,8.0,12.0,2.0,,380.0,30.0,1.0,0.0
맘스쉐프컬렉션토핑2,,100g,151.0,2.45,0.14,34.93,34.72,,2457.0,0.0,0.09,0.0
맘스앱솔루트식이섬유주스오렌지,,100g,55.0,0.0,0.25,14.5,10.0,,23.0,0.0,0.0,0.0
맘스에이드레몬베이스,,100g,220.0,0.0,0.0,55.0,52.0,,15.0,0.0,0.0,0.0
맘스에이드애플망고베이스,,100g,258.0,0.0,0.0,64.44,62.22,,22.0,0.0,0.0,0.0
맘스우리밀바나나빵오리지널바나나,,100g,500.0,10.0,20.0,70.0,10.0,,430.0,70.0,10.0,0.0
맘스초이스 100 국내산 통과일 배주스,,100g,44.0,0.3,0.0,10.8,6.8,,8.0,0.0,0.0,0.0
맘스초이스 100 국내산 통과일 사과주스,,100g,44.0,0.3,0.0,10.7,6.9,,5.0,0.0,0.0,0.0
맘스초이스 for me 나를위한 비트즙,,100g,44.0,1.3,0.0,9.7,7.7,,49.0,0.0,0.0,0.0
맘스초이스 당근주스 classic,,100g,28.0,0.58,0.0,6.5,5.67,,44.0,0.0,0.0,0.0
맘스초이스 사과푸룬주스,,100g,59.0,0.4,0.0,14.4,10.5,,21.0,0.0,0.0,0.0
맘스초이스ABC주스,,100g,50.0,0.33,0.0,12.5,9.17,,13.0,0.0,0.0,0.0
맘스초이스나를위한ABC주스,,100g,36.0,0.5,0.0,8.4,6.8,,17.0,0.0,0.0,0.0
맘스초이스배도라지주스,,100g,42.0,0.33,0.0,10.83,6.67,,13.0,0.0,0.0,0.0
맘스초이스토마토주스,,100g,33.0,0.92,0.0,6.67,4.17,,15.0,0.0,0.0,0.0
맘스치킨가라아게,,100g,199.0,11.0,11.0,14.0,1.0,,320.0,65.0,2.8,0.0
맘스케어 유기농까까 곡물과자,,100g,375.0,8.25,2.04,80.98,0.76,,3.0,0.0,0.46,0.01
맘스케어 유기농까까 단호박 바나나 시금치 브로콜리 스낵,,100g,370.0,8.0,0.0,84.0,2.0,,10.0,0.0,0.0,0.0
맘스케어 유기농까까 딸기 당근 스낵,,100g,380.0,8.0,0.0,86.0,6.0,,10.0,0.0,0.0,0.0
맘스케어 유기농까까 별과자,,100g,380.0,8.0,1.85,82.91,0.53,,4.0,0.0,0.41,0.01
맘스케어 유기농까까 햇님 과자,,100g,387.0,8.22,1.79,84.53,0.5,,4.0,0.0,0.39,0.01
맘스케어유기농까까곡물과자,,100g,375.0,7.5,1.5,85.0,0.0,,0.0,0.0,0.0,0.0
맘스케어유기농까까별과자,,100g,388.0,7.5,0.0,85.0,0.0,,0.0,0.0,0.0,0.0
맘스케어유기농까까햇님과자,,100g,385.0,7.69,0.0,84.62,0.0,,0.0,0.0,0.0,0.0
맘스케어유기농까까현미스낵,,100g,384.0,9.2,2.4,82.0,0.0,,32.0,0.0,0.0,0.0
맘스터치 전용유,,100g,900.0,0.0,100.0,0.0,0.0,,0.0,0.0,15.0,0.0
맘스터치 포테이토 패티,,100g,236.0,2.0,14.0,25.0,1.0,,376.0,0.0,1.7,0.0
맘스터치엣홈 닭갈비볶음밥,,100g,208.0,5.0,10.0,24.67,5.0,,537.0,43.33,2.33,0.0
맘스터치엣홈 순살치킨,,100g,215.0,12.0,12.0,15.0,0.3,,500.0,55.0,2.7,0.02
맘스터치엣홈 양념치킨,,100g,283.0,12.4,17.31,19.29,8.09,,494.0,63.73,3.5,0.03
맘스파운드 딸기,,100g,445.0,4.33,24.2,52.55,29.78,,225.0,55.19,11.11,0.13
맘스파운드 모카,,100g,507.0,7.57,29.55,52.63,25.0,,255.0,51.91,12.46,0.2
맘스파운드 아몬드,,100g,499.0,6.7,29.74,51.18,26.04,,204.0,63.29,13.47,0.21
맘스파운드 초코,,100g,486.0,6.01,28.03,52.52,26.11,,192.0,67.1,13.29,0.22
맘스팝콘볼,,100g,230.0,12.0,15.0,12.0,2.0,,460.0,45.0,3.5,0.0
맘스팬도우,,100g,251.0,7.5,4.1,45.6,2.0,,500.0,0.0,0.7,0.0
맘스한끼 땡초짭짜리,,100g,123.0,12.85,5.77,6.42,0.57,,1135.0,100.25,0.88,0.05
맘쏙 봄동 겉절이,,100g,60.0,2.0,0.8,9.0,3.0,,350.0,0.0,0.0,0.0
맘쏙 사골곰탕,,100g,15.0,0.67,1.17,0.67,0.0,,122.0,3.33,0.43,0.0
맘쏙겉절이,,100g,45.0,2.0,0.5,8.0,4.0,,540.0,0.0,0.0,0.0
맘쏙배추김치,,100g,45.0,2.0,0.5,8.0,4.0,,540.0,0.0,0.0,0.0
맘쏙실속형배추김치,,100g,40.0,2.0,0.8,6.0,4.0,,600.0,0.0,0.0,0.0
맘아픈굴비,,100g,151.0,16.95,9.18,0.24,0.0,,157.0,121.56,1.59,0.01
맘애맘 부추고기산적,,100g,220.0,12.0,14.0,11.0,4.0,,264.0,50.0,4.1,0.11
맘애맘 치킨너겟,,100g,250.0,13.0,14.0,18.0,3.0,,463.0,46.0,3.1,0.11
맘에든 순살 양념육,,100g,170.0,20.0,6.0,4.0,2.0,,130.0,70.0,0.0,0.0
맘에든 염지닭,,100g,180.0,18.5,12.0,0.0,0.0,,57.0,75.0,0.0,0.0
맘으로 김밥튀김,,100g,220.0,3.0,10.0,30.0,3.0,,490.0,0.0,1.6,0.0
맘으로 김밥튀김 김치맛,,100g,210.0,4.0,8.0,31.0,7.0,,320.0,0.0,1.2,0.0
맘으로 매콤순대,,100g,150.0,4.0,2.0,29.0,0.0,,420.0,20.0,0.8,0.0
맘으로 백순대,,100g,135.0,2.0,1.3,29.0,0.0,,340.0,5.0,0.0,0.0
맘으로 부대찌개,,100g,61.0,4.4,2.8,4.6,0.6,,630.0,13.0,0.9,0.0
맘으로 뼈없는 갈비탕,,100g,180.0,8.0,16.0,1.0,1.0,,1290.0,40.0,5.0,0.0
맘으로 뼈없는 감자탕,,100g,54.0,6.4,2.0,2.6,0.2,,476.0,20.0,0.72,0.0
맘으로 실속 김말이,,100g,175.0,2.0,2.7,36.0,1.0,,390.0,0.0,0.0,0.0
맘으로 실속 한입김말이튀김,,100g,205.0,2.0,4.5,39.0,0.0,,480.0,0.0,0.9,0.0
맘으로 옛날찰순대,,100g,165.0,4.0,3.4,30.0,0.0,,490.0,25.0,1.4,0.0
맘으로 육개장,,100g,69.0,3.2,5.8,1.0,0.4,,676.0,6.0,0.78,0.0
맘으로 족발슬라이스,,100g,248.0,26.8,15.2,1.2,0.8,,248.0,56.0,5.6,0.0
맘으로 추어탕,,100g,66.0,3.4,5.8,1.6,0.2,,302.0,7.0,1.2,0.0
맘으로 튀김,,100g,220.0,3.0,10.0,30.0,3.0,,490.0,0.0,1.6,0.0
맘으로 튀김 김치맛,,100g,210.0,4.0,8.0,31.0,7.0,,620.0,0.0,1.2,0.0
맘으로 편육 슬라이스,,100g,250.0,22.0,18.0,0.0,0.0,,360.0,65.0,5.0,0.0
맘으로 폭립바베큐,,100g,300.0,20.0,17.0,16.0,10.0,,560.0,75.0,6.0,0.0
맘으로 한입 김말이,,100g,175.0,2.0,2.7,36.0,1.0,,390.0,0.0,0.0,0.0
맘으로고기순대,,100g,155.0,10.0,7.0,13.0,2.0,,300.0,55.0,2.5,0.0
맘으로순대튀김,,100g,200.0,3.0,6.0,34.0,0.0,,490.0,5.0,1.0,0.0
맘으로순댓국,,100g,55.0,5.8,2.2,3.0,0.0,,378.0,20.0,0.5,0.0
맘으로편육,,100g,280.0,20.5,21.0,2.5,0.0,,240.0,52.5,7.0,0.0
맘이맘 뼈없는 삼계탕,,100g,68.0,6.4,4.4,0.8,0.8,,157.0,13.4,0.92,0.02
맘이맘 요리연구가 박보경의 두툼함박스테이크,,100g,159.0,7.14,9.0,11.91,3.33,,410.0,48.1,2.0,0.05
맘이맘 정성가득 한우 소머리곰탕,,100g,55.0,6.0,2.0,3.17,0.33,,217.0,17.17,0.67,0.0
맘이푸룬,,100g,64.0,0.59,0.05,15.29,10.28,,1.0,0.0,0.0,0.0
맘조아,,100g,211.0,0.63,0.0,52.27,37.51,,10.0,0.0,0.0,0.0
맘초롱 포기김치,,100g,49.0,2.7,0.6,8.2,4.3,,735.0,2.4,0.1,0.0
맘편엿,,100g,450.0,1.0,14.0,80.0,45.0,,40.0,0.0,12.2,0.0
맘편한 누룽지,,100g,375.0,8.0,1.2,83.0,0.0,,0.0,0.0,0.0,0.0
맘편한 이지밀 한우무우진밥,,100g,71.0,3.27,1.06,12.1,0.0,,33.0,7.87,0.18,0.01
맘편한제주보리콩미숫가루,,100g,411.0,17.0,4.3,76.0,2.0,,110.0,0.0,0.9,0.0
맘푸드 백김치,,100g,42.0,2.4,0.0,8.0,3.0,,688.0,0.0,0.0,0.0
맘푸드 생수제비,,100g,283.0,8.0,1.6,60.0,1.0,,528.0,0.0,0.6,0.0
맛 간장,,100g,39.0,5.0,0.0,4.0,2.0,,2988.0,0.0,0.0,0.0
맛 감자튀김,,100g,177.0,2.0,9.0,21.9,0.0,,482.0,0.0,4.2,0.0
맛 고구마,,100g,273.0,3.6,0.0,64.7,40.2,7.8,112.0,0.0,0.0,0.0
맛 단무지,,100g,4.0,0.0,0.0,1.0,0.0,,820.0,0.0,0.0,0.0
맛 들기름,,100g,899.0,0.1,99.7,0.1,0.0,,0.0,0.0,7.0,0.0
맛 참기름,,100g,899.0,0.3,99.7,0.0,0.0,,0.0,0.0,11.4,0.0
맛 청국장,,100g,140.0,17.0,2.4,18.0,1.0,,1080.0,0.0,0.0,0.5
맛가람 쌀국수,,100g,281.0,1.13,1.25,70.0,1.25,,450.0,0.0,0.38,0.0
맛가루,,100g,362.0,6.6,1.0,81.6,1.2,,208.0,0.0,0.2,0.0
맛가마순수된장,,100g,135.0,28.67,0.12,5.34,1.76,,3990.0,0.04,0.0,0.0
맛가마원액간장,,100g,39.0,5.0,0.04,4.0,4.0,,5979.0,0.0,0.0,0.0
맛간장,,100g,59.0,5.08,0.06,9.17,3.65,,4470.67,0.0,0.0,0.0
맛간장 국찌개용,,100g,75.0,5.0,0.1,7.0,1.0,,8660.0,0.0,0.0,0.0
맛간장 조림볶음용,,100g,85.0,5.0,0.0,16.0,11.0,,5900.0,0.0,0.0,0.0
맛간장으로 만든 저당 만능양념간장,,100g,90.0,4.12,4.3,8.8,2.27,,1729.0,0.0,0.8,0.03
맛강냉이,,100g,388.0,10.0,1.0,86.0,6.0,,44.0,0.0,0.6,0.01
맛강정,,100g,436.0,9.35,12.18,72.21,25.42,,196.0,0.0,2.82,0.01
맛고 차돌깍두기 볶음밥,,100g,205.0,5.33,6.67,31.0,3.67,,473.0,8.33,1.37,0.1
맛고구마,,100g,280.0,3.2,0.6,66.0,32.0,,150.0,0.0,0.0,0.0
맛고미 인절미맛,,100g,415.0,6.54,8.17,78.9,32.7,,202.0,0.0,3.46,0.0
맛고소미,,100g,483.0,10.0,20.0,70.0,16.67,,533.0,0.0,3.33,0.0
맛고을김치 백김치,,100g,20.0,2.0,0.0,3.0,3.0,,590.0,0.0,0.0,0.0
맛고을김치 포기김치,,100g,35.0,2.0,0.3,6.0,4.0,,800.0,0.0,0.0,0.0
맛고장 상황버섯 된장,,100g,163.0,10.0,1.7,27.0,8.0,,3920.0,0.0,0.7,0.0
맛고장 상황버섯 쌈장,,100g,200.0,8.0,2.7,36.0,17.0,,3000.0,0.0,0.6,0.0
맛고장 상황버섯 어간장,,100g,39.0,5.36,0.05,4.35,4.3,,4546.0,0.0,0.0,0.0
맛고장 상황버섯 태양초 고추장,,100g,222.0,5.0,1.6,47.0,19.0,,2650.0,0.0,0.0,0.0
맛고장 옛방식 칡냉면,,100g,90.0,2.0,1.2,18.0,6.0,,670.0,0.0,0.0,0.0
맛고장 참치액 간장,,100g,38.0,4.05,0.04,5.33,3.79,,3928.0,0.0,0.0,0.0
맛고장 청매실 태양초 고추장,,100g,222.0,5.0,1.6,47.0,19.0,,2650.0,0.0,0.0,0.0
맛고장 평양식 물냉면,,100g,120.0,0.8,0.5,28.0,4.0,,630.0,0.0,0.0,0.0
맛고장 함흥식 비빔냉면,,100g,245.0,6.0,1.3,52.0,5.0,,640.0,0.0,0.0,0.0
맛고장꽃게어간장,,100g,35.0,5.0,0.0,4.0,0.0,,3950.0,0.0,0.0,0.0
맛고장전복간장,,100g,35.0,5.0,0.0,4.0,4.0,,3950.0,0.0,0.0,0.0
맛고장참치어간장,,100g,35.0,5.0,0.0,4.0,4.0,,3950.0,0.0,0.0,0.0
맛고차돌박이된장찌개,,100g,54.0,3.2,2.2,5.4,2.2,,462.0,3.0,0.7,0.08
맛골 오메기떡,,100g,329.0,12.3,0.92,67.4,13.1,,20.0,0.0,0.23,0.0
맛국수,,100g,348.0,10.0,0.4,76.0,5.0,,1160.0,0.0,0.3,0.0
맛궁물,,100g,39.0,0.1,0.1,9.3,6.5,,11.0,0.0,0.0,0.0
맛궁채,,100g,117.0,0.0,1.0,27.0,22.1,,2250.0,0.0,0.2,0.0
맛기름,,100g,895.0,1.0,99.0,0.0,0.0,,0.0,50.0,14.0,0.0
맛기지,,100g,497.0,12.0,24.0,59.0,1.0,,485.0,5.0,8.0,0.0
맛기찬 일품 김치,,100g,20.0,1.5,0.2,3.0,1.5,,650.0,3.0,0.1,0.0
맛기찬깍두기,,100g,60.0,5.0,2.0,5.0,5.0,,5.0,0.0,2.0,0.0
맛기픈 김치,,100g,40.0,2.0,0.0,8.0,6.0,,609.0,0.0,0.0,0.0
맛기픈 돌돌이 우삼겹,,100g,407.0,13.0,39.0,1.0,0.0,,96.0,92.0,12.0,1.5
맛기픈 소 본갈비살,,100g,237.0,12.0,15.0,12.0,5.0,,300.0,35.0,5.0,0.9
맛기픈 제주 왕구이,,100g,133.0,14.0,6.0,7.0,7.0,,394.0,22.0,1.4,0.0
맛김가루,,100g,596.0,17.0,44.25,32.25,0.0,,877.0,8.0,7.0,0.0
맛김새우칩,,100g,480.0,6.0,20.0,69.0,46.0,,187.0,28.0,8.0,0.0
맛김쌀전병,,100g,439.0,9.17,9.17,80.0,42.5,,421.0,125.0,4.17,0.0
맛김치,절임류 또는 조림류,100g,37.31,2.03,0.56,6.06,2.84,1.7,550.91,0.71,0.04,0.01
맛김치 1,,100g,33.0,2.0,0.0,6.0,3.0,,592.0,0.0,0.0,0.0
맛김치 2,,100g,33.0,2.0,0.0,6.0,3.0,,592.0,0.0,0.0,0.0
맛김치 볶음용,,100g,26.0,1.7,0.4,3.8,2.6,,408.0,0.6,0.17,0.0
맛김치 볶음용 1,,100g,30.0,2.0,0.5,5.0,3.0,,555.0,0.0,0.0,0.0
맛김치ES,,100g,35.0,2.0,0.6,6.0,2.0,,490.0,0.0,0.0,0.0
맛김치H,,100g,42.0,2.71,0.48,6.6,2.73,,716.0,0.0,0.03,0.0
맛김치J,,100g,37.0,1.0,1.0,6.0,4.0,,570.0,0.0,0.0,0.0
맛김치M,,100g,39.0,2.0,0.4,6.8,4.0,,786.0,1.7,0.1,0.0
맛김치S,,100g,25.0,1.4,0.2,4.4,0.0,0.0,232.0,0.0,0.0,0.0
맛김치슬라이스,,100g,36.0,2.0,0.7,6.0,4.0,,540.0,0.0,0.0,0.0
맛깊은민속고추장,,100g,245.0,6.0,3.1,48.0,23.0,,2900.0,0.0,0.61,0.0
맛깊은조선된장,,100g,170.0,10.0,3.5,26.0,0.0,,4880.0,0.0,0.0,0.0
맛깊은찌개고추장,,100g,245.0,6.0,3.1,48.0,23.0,,2900.0,0.0,0.61,0.0
맛깊은찰맛고추장,,100g,235.0,6.0,2.0,47.0,24.0,,3100.0,0.0,1.0,0.0
맛깊은춘장,,100g,215.0,11.0,3.3,36.0,11.0,,3960.0,0.0,0.42,0.0
맛깊은토속된장,,100g,170.0,10.0,3.5,26.0,14.0,,4880.0,0.0,0.77,0.0
맛까리투,,100g,163.0,10.75,3.3,22.95,1.9,,855.0,16.1,0.0,0.0
맛깔,,100g,202.0,11.2,3.7,31.0,5.7,,820.0,21.2,0.6,0.0
맛깔나는 고기듬뿍 만능 된장 짜글이,,100g,48.0,4.42,2.03,3.0,1.87,,369.0,7.0,0.25,0.0
맛깔나는 안창살 양념구이,,100g,178.0,12.73,9.72,9.98,5.81,,323.0,42.27,3.88,0.35
맛깔나는 육회소스,,100g,344.0,3.0,16.0,46.0,36.0,,2846.0,0.0,2.5,0.2
맛깔나는먹거리고기순대,,100g,105.0,4.97,3.29,13.97,1.83,,398.0,18.69,0.47,0.0
맛깔나는먹거리찰순대,,100g,175.0,2.0,3.2,34.0,0.0,,330.0,10.0,0.6,0.0
맛깔난 소개팅 메추리알 장조림,,100g,118.0,4.4,6.9,9.5,5.0,,1166.0,287.0,2.2,0.0
맛깔난 태양초 고추장,,100g,194.0,4.7,0.75,42.0,19.0,,3179.0,0.0,0.2,0.0
맛깔스런 알배기 겉절이,,100g,46.0,2.9,0.8,7.6,3.2,,596.0,4.0,0.4,0.0
맛깔스런 파김치,,100g,60.0,3.0,1.2,9.0,2.2,,816.0,4.34,0.0,0.0
맛깔스런 포기김치,,100g,35.0,1.1,0.5,6.0,4.0,,420.0,0.0,0.0,0.0
맛깔진 옹기쌈장,,100g,43.0,1.8,0.78,7.2,5.6,,426.0,0.0,0.12,0.0
맛깨비한우사골곰탕,,100g,23.0,3.33,1.0,0.0,0.0,,25.0,3.33,0.6,0.0
맛꼬치,,100g,155.0,11.0,2.1,23.0,8.0,,730.0,15.0,0.4,0.0
맛꾼 까득주스,,100g,75.0,0.3,0.4,17.6,8.6,,10.0,0.0,0.1,0.0
맛꾼 또가니탕,,100g,29.0,2.6,2.0,0.0,0.0,,256.0,6.0,0.58,0.06
맛꾼 불 겉절이,,100g,50.0,2.9,2.3,6.2,2.2,,303.0,5.0,0.5,0.5
맛꾼 불 파김치,,100g,38.0,2.01,0.31,8.24,2.72,,610.0,0.0,0.05,0.05
맛꾼 불 포기김치,,100g,50.0,2.9,2.3,6.2,2.2,,303.0,5.0,0.5,0.5
맛꾼 인계동식 맑은 해장국,,100g,54.0,3.0,3.4,2.6,0.4,,290.0,8.0,1.6,0.2
맛꾼 푸짐한 제주돼지왕구이,,100g,110.0,10.0,4.0,9.0,7.0,,390.0,34.0,1.4,0.0
맛나 가브리살,,100g,131.0,15.0,10.0,0.0,0.0,,2.0,0.0,0.0,0.0
맛나 그레놀라,,100g,488.0,14.3,22.6,57.0,4.1,,7.0,0.0,2.4,0.0
맛나 누드찰순대,,100g,166.0,3.5,2.8,31.7,0.2,,353.0,35.4,1.3,0.0
맛나 누룽지,,100g,380.0,7.0,0.0,87.0,0.0,,0.0,0.0,0.0,0.0
맛나 매운 돼지갈비,,100g,146.0,12.0,6.0,10.0,6.0,,357.0,0.0,0.0,0.0
맛나 바베김 데리야끼,,100g,477.0,19.1,33.71,36.43,0.0,,1694.0,14.09,5.89,0.0
맛나 바베김 와사비,,100g,477.0,19.1,33.71,36.43,0.0,,1694.0,14.09,5.89,0.0
맛나 바베김 천일염,,100g,477.0,19.1,33.71,36.43,0.0,,1694.0,14.09,5.89,0.0
맛나 바베김 치즈,,100g,477.0,19.1,33.71,36.43,0.0,,1694.0,14.09,5.89,0.0
맛나 바베김 트러플,,100g,477.0,19.1,33.71,36.43,0.0,,1694.0,14.09,5.89,0.0
맛나 쌀 호두과자,,100g,310.0,7.0,2.3,78.3,37.0,,47.0,21.0,0.47,0.0
맛나you 스트링치즈,,100g,360.0,23.12,28.11,3.28,0.0,,280.0,92.97,18.1,0.89
맛나강정,,100g,395.0,6.84,3.74,86.45,35.12,,72.0,0.0,1.24,0.0
맛나고 메밀전병,,100g,186.0,5.0,9.17,20.84,2.78,,594.0,5.56,3.06,0.14
맛나고 바삭치킨패티,,100g,234.0,13.91,15.22,10.33,2.97,,402.0,61.15,5.03,0.02
맛나고 불고기 소스 아란치니 클래식,,100g,207.0,6.0,5.0,34.0,6.0,,421.0,6.0,2.0,0.0
맛나고 불닭소스 맥앤치즈 치킨볼,,100g,23.0,1.0,0.99,2.38,0.48,,65.0,5.06,0.3,0.0
맛나고 비프토마토소스 아란치니 클래식,,100g,201.0,6.7,5.0,32.0,6.0,,392.0,5.0,2.0,0.0
맛나고 뼈다귀 해장국,,100g,42.0,3.0,2.9,1.0,0.0,,330.0,5.0,0.0,0.0
맛나고 뼈없는 갈비탕,,100g,23.0,0.0,1.2,3.0,0.0,,190.0,10.0,0.6,0.0
맛나고 사골미역국밥곱빼기,,100g,249.0,4.42,2.66,57.0,7.19,,1173.0,1.24,0.49,0.01
맛나고 얼큰 갈비탕,,100g,27.0,4.0,1.2,0.0,0.0,,350.0,5.0,0.0,0.0
맛나고 잡채덮밥곱빼기,,100g,252.0,1.03,2.5,57.5,7.59,,381.0,0.36,0.35,0.01
맛나고 장터국밥,,100g,42.0,6.0,1.5,1.0,0.0,,220.0,10.0,0.0,0.0
맛나고 체다마요 맥앤치즈 치킨볼,,100g,21.0,1.07,1.0,1.99,0.47,,54.0,4.67,0.31,0.0
맛나고 케이준치킨텐더,,100g,211.0,14.31,10.66,14.35,3.84,,486.0,33.67,3.6,0.01
맛나고 한우사골곰탕,,100g,16.0,2.0,0.4,1.0,0.0,,24.0,5.0,0.2,0.0
맛나고김치덮밥곱빼기,,100g,284.0,5.25,2.98,59.06,4.86,,2487.0,0.0,0.63,0.0
맛나고된장찌개농축베이스,,100g,94.0,6.89,1.52,18.01,6.24,,1928.0,0.26,0.32,0.0
맛나고라면밥감자탕곱빼기,,100g,328.0,6.41,7.76,75.0,5.74,,2508.0,1.86,2.95,0.0
맛나고라면밥나가사끼짬뽕곱빼기,,100g,333.0,8.44,6.51,60.05,2.74,,1699.0,0.96,3.06,0.0
맛나고라면밥육개장곱빼기,,100g,340.0,7.43,7.15,61.51,5.22,,1616.0,1.16,2.97,0.0
맛나곤약닭가슴살순대,,100g,129.0,8.0,0.5,23.0,0.7,,294.0,44.0,0.2,0.0
맛나구마,,100g,93.0,2.3,1.6,18.5,11.2,,64.0,8.8,0.5,0.0
맛나김말이,,100g,166.0,1.6,3.5,32.0,0.1,,268.0,0.0,0.9,0.0
맛나김치매운순대,,100g,175.0,4.0,3.0,32.0,0.0,,312.0,24.0,2.0,0.0
맛나꼬마고구마볼,,100g,315.0,6.48,9.18,51.84,8.79,,364.0,36.1,4.85,0.26
맛나꼬마붕어빵,,100g,315.0,4.0,12.0,48.0,13.0,,264.0,16.0,1.9,0.0
맛나꼬마콘치즈볼,,100g,315.0,6.48,9.18,51.84,8.79,,364.0,36.1,4.85,0.26
맛나꼬마크림치즈볼,,100g,315.0,6.48,9.18,51.84,8.79,,364.0,36.1,4.85,0.26
맛나나 한돈언양식바싹불고기,,100g,255.0,12.94,17.06,12.35,2.35,,471.0,32.35,7.65,0.0
맛나누드찰순대,,100g,177.0,10.72,11.53,7.58,0.97,,202.0,66.42,3.26,0.0
맛나니 냉면 육수,,100g,18.0,0.94,0.0,3.17,0.43,,396.0,0.0,0.0,0.0
맛나담 꿔바로우,,100g,235.0,9.0,10.0,27.0,1.0,,180.0,95.0,7.0,0.0
맛나담 너비아니,,100g,240.0,11.0,16.0,14.0,4.0,,560.0,60.0,7.0,0.51
